,seed_term,terms,value,type
647,대기오염,현대인,0.08253119140863419,R
648,대기오염,관,-0.1219746470451355,R
649,대기오염,판단,0.33363062143325806,R
650,대기오염,각종,0.42444169521331787,R
651,대기오염,생산,0.16276775300502777,R
652,대기오염,악화,0.2285914421081543,R
653,대기오염,아토피,0.07139267027378082,R
654,대기오염,배출,0.39133238792419434,R
655,대기오염,흡수력,0.13158471882343292,R
656,대기오염,기관지염,-0.04109633341431618,R
657,대기오염,전망,0.1400543451309204,R
658,대기오염,눈,0.05975692346692085,R
659,대기오염,온실가스,0.40769651532173157,R
660,대기오염,인성,-0.20287054777145386,R
661,대기오염,도시,0.30704501271247864,R
662,대기오염,시설,0.262538880109787,R
663,대기오염,대기,0.6331797242164612,R
664,대기오염,경유,0.02519669383764267,R
665,대기오염,치료,-0.08488143235445023,R
666,대기오염,외부,0.2758297026157379,R
667,대기오염,산책,-0.15247970819473267,R
668,대기오염,회사,-0.21206584572792053,R
669,대기오염,여부,0.2867324948310852,R
670,대기오염,실제,0.3603639602661133,R
671,대기오염,노후,0.272896409034729,R
672,대기오염,주변,0.18952344357967377,R
673,대기오염,함유,-0.05158225819468498,R
674,대기오염,부분,0.219288632273674,R
675,대기오염,실시,0.26818352937698364,R
676,대기오염,밸런스,-0.16166460514068604,R
677,대기오염,목소리,-0.010349445044994354,R
678,대기오염,숲,0.13421836495399475,R
679,대기오염,후성,-0.14699935913085938,R
680,대기오염,효과,0.3191886246204376,R
681,대기오염,찜질방,0.04487685114145279,R
682,대기오염,동변,-0.3754003047943115,R
683,대기오염,일기,-0.1318632960319519,R
684,대기오염,배터리,-0.07061313837766647,R
685,대기오염,인용,-0.07029767334461212,R
686,대기오염,법규,0.11090970039367676,R
687,대기오염,불안,0.10945204645395279,R
688,대기오염,검사,-0.02989211492240429,R
689,대기오염,오염도,0.4177950322628021,R
690,대기오염,선진국,0.21276560425758362,R
691,대기오염,이상,0.2654231786727905,R
692,대기오염,심신,-0.13336201012134552,R
693,대기오염,비,0.11860417574644089,R
694,대기오염,리얼,-0.24059109389781952,R
695,대기오염,조기,0.20281726121902466,R
696,대기오염,영향,0.33002570271492004,R
697,대기오염,뇌졸중,0.13677087426185608,R
698,대기오염,면역,-0.08594690263271332,R
699,대기오염,수혜,-0.08730030059814453,R
700,대기오염,상하,-0.08932259678840637,R
701,대기오염,영월군,-0.07367322593927383,R
702,대기오염,수명,0.17515914142131805,R
703,대기오염,시멘트,0.06993342190980911,R
704,대기오염,빛,0.022088348865509033,R
705,대기오염,식생,0.1594279259443283,R
706,대기오염,권역,0.15366432070732117,R
